train_lr,train_class_error,train_loss,train_loss_ce,train_loss_bbox,train_loss_giou,train_loss_ce_0,train_loss_bbox_0,train_loss_giou_0,train_loss_ce_1,train_loss_bbox_1,train_loss_giou_1,train_loss_ce_enc,train_loss_bbox_enc,train_loss_giou_enc,train_loss_ce_unscaled,train_class_error_unscaled,train_loss_bbox_unscaled,train_loss_giou_unscaled,train_cardinality_error_unscaled,train_loss_ce_0_unscaled,train_loss_bbox_0_unscaled,train_loss_giou_0_unscaled,train_cardinality_error_0_unscaled,train_loss_ce_1_unscaled,train_loss_bbox_1_unscaled,train_loss_giou_1_unscaled,train_cardinality_error_1_unscaled,train_loss_ce_enc_unscaled,train_loss_bbox_enc_unscaled,train_loss_giou_enc_unscaled,train_cardinality_error_enc_unscaled,test_class_error,test_loss,test_loss_ce,test_loss_bbox,test_loss_giou,test_loss_ce_0,test_loss_bbox_0,test_loss_giou_0,test_loss_ce_1,test_loss_bbox_1,test_loss_giou_1,test_loss_ce_enc,test_loss_bbox_enc,test_loss_giou_enc,test_loss_ce_unscaled,test_class_error_unscaled,test_loss_bbox_unscaled,test_loss_giou_unscaled,test_cardinality_error_unscaled,test_loss_ce_0_unscaled,test_loss_bbox_0_unscaled,test_loss_giou_0_unscaled,test_cardinality_error_0_unscaled,test_loss_ce_1_unscaled,test_loss_bbox_1_unscaled,test_loss_giou_1_unscaled,test_cardinality_error_1_unscaled,test_loss_ce_enc_unscaled,test_loss_bbox_enc_unscaled,test_loss_giou_enc_unscaled,test_cardinality_error_enc_unscaled,map@50:95,map@50,precision,recall,map,epoch,n_parameters,ema_test_class_error,ema_test_loss,ema_test_loss_ce,ema_test_loss_bbox,ema_test_loss_giou,ema_test_loss_ce_0,ema_test_loss_bbox_0,ema_test_loss_giou_0,ema_test_loss_ce_1,ema_test_loss_bbox_1,ema_test_loss_giou_1,ema_test_loss_ce_enc,ema_test_loss_bbox_enc,ema_test_loss_giou_enc,ema_test_loss_ce_unscaled,ema_test_class_error_unscaled,ema_test_loss_bbox_unscaled,ema_test_loss_giou_unscaled,ema_test_cardinality_error_unscaled,ema_test_loss_ce_0_unscaled,ema_test_loss_bbox_0_unscaled,ema_test_loss_giou_0_unscaled,ema_test_cardinality_error_0_unscaled,ema_test_loss_ce_1_unscaled,ema_test_loss_bbox_1_unscaled,ema_test_loss_giou_1_unscaled,ema_test_cardinality_error_1_unscaled,ema_test_loss_ce_enc_unscaled,ema_test_loss_bbox_enc_unscaled,ema_test_loss_giou_enc_unscaled,ema_test_cardinality_error_enc_unscaled,all_best_res,all_best_ep,regular_best_res,regular_best_ep,ema_best_res,ema_best_ep,21:59,0:25,0:26,22:24,0:22,0:24,22:50,23:13,0:23,23:42,0:27,0:29,00:07,00:34,01:01,01:24,0:21,01:54,0:28,02:23,02:46,03:17,0:30,03:41,04:06,04:37,05:10,0:31,0:33,05:49,0:37,0:39,06:21,07:14,0:49,0:52,13:17
0.0001,10.16851686963848,4.6008114721260815,0.6074754695097605,0.10793875639929491,0.3866240949023004,0.6688848593655754,0.10843848948385201,0.39058927169033125,0.6157013697951448,0.10899160349485922,0.38897156072597877,0.6819117595167721,0.11825496528078527,0.4170292510705836,0.6074754695097605,10.16851686963848,0.021587751349251644,0.1933120474511502,3894.2696078431372,0.6688848593655754,0.02168769792964061,0.19529463584516563,3885.7303921568628,0.6157013697951448,0.021798320753755523,0.19448578036298939,3891.4093137254904,0.6819117595167721,0.023650993118245228,0.2085146255352918,3889.348039215686,15.958190420399541,5.340390951737113,0.7231657608695652,0.10852733999490738,0.4794194750163866,0.7561141304347826,0.11015565984922907,0.4806859765363776,0.7274116847826086,0.10868399233921715,0.4803676644097204,0.7559442934782609,0.11525460008693778,0.4946604487688645,0.7231657608695652,15.958190420399541,0.021705467861307705,0.2397097375081933,295.9728260869565,0.7561141304347826,0.0220311320103381,0.2403429882681888,295.42934782608694,0.7274116847826086,0.02173679852453263,0.2401838322048602,295.82608695652175,0.7559442934782609,0.023050920065978298,0.24733022438443225,295.7391304347826,0.35256730118679175,0.5716997936709248,0.5463004233524765,0.66,0.5716997936709248,10,32250088.0,15.181837330693783,5.210351840309475,0.71875,0.10140678416127744,0.45843723805054376,0.7415081521739131,0.10461384219967801,0.46396502463713934,0.7160326086956522,0.10212321125942728,0.4633268986059272,0.7528872282608695,0.10827938791202463,0.4790214261283045,0.71875,15.181837330693783,0.02028135679986166,0.22921861902527188,296.01630434782606,0.7415081521739131,0.02092276841564023,0.23198251231856967,295.6521739130435,0.7160326086956522,0.020424642276180828,0.2316634493029636,295.8967391304348,0.7528872282608695,0.02165587748522344,0.23951071306415225,295.79347826086956,0.3649280214617504,9.0,0.3649280214617504,9.0,0.35256730118679175,9.0,,,,,,,,,,,,49.0,,,,,,11.501739,23.0,,,,,,,,,,,,,,,,,,
0.0001,9.770097021963082,4.536796481001611,0.6041360649408078,0.10535400148992445,0.37462612577513155,0.6589104802000756,0.10881006776117812,0.3836282392342885,0.6130547032636755,0.10559521988034248,0.3753650565357769,0.6772815111805411,0.1197718672600447,0.4102631389510398,0.6041360649408078,9.770097021963082,0.021070800374682043,0.18731306288756577,3884.0122549019607,0.6589104802000756,0.02176201354493113,0.19181411961714426,3881.2426470588234,0.6130547032636755,0.021119044089288105,0.18768252826788845,3885.7622549019607,0.6772815111805411,0.023954373455661183,0.2051315694755199,3886.8406862745096,15.352032371189283,5.260684759720512,0.7168817934782609,0.10435812078092409,0.46959234191023785,0.7566236413043478,0.10481660910274672,0.4701829591523046,0.7163722826086957,0.10313479505155397,0.46780868328135944,0.7559442934782609,0.10919264120900113,0.4857765786025835,0.7168817934782609,15.352032371189283,0.020871624229070934,0.23479617095511893,295.875,0.7566236413043478,0.02096332180435243,0.2350914795761523,295.4891304347826,0.7163722826086957,0.020626958986015423,0.23390434164067972,295.625,0.7559442934782609,0.02183852834708017,0.24288828930129175,295.5326086956522,0.3745975780244114,0.5909723658087821,0.5726944427411771,0.66,0.5909723658087821,11,32250088.0,14.231421263321586,5.17935381764951,0.7116168478260869,0.10155609104296436,0.4587888601033584,0.7359035326086957,0.10433382200806038,0.46475564008173736,0.7116168478260869,0.10143438078787016,0.4609869809254356,0.744735054347826,0.1077128366931625,0.4759129233982252,0.7116168478260869,14.231421263321586,0.020311218119509842,0.2293944300516792,296.0,0.7359035326086957,0.020866764506892017,0.23237782004086868,295.57608695652175,0.7116168478260869,0.02028687610088483,0.2304934904627178,295.7717391304348,0.744735054347826,0.0215425673953217,0.2379564616991126,295.6902173913044,0.3745975780244114,10.0,0.36834338159548374,10.0,0.3745975780244114,10.0,,,,,,,,,,,,30.0,,,,,,,2.0,41.629354,,,,,,,,,,,,,,,,,
0.0001,7.090050192440257,4.360531905118157,0.5691270869152218,0.10400691219404631,0.3666601549176609,0.6309725501958061,0.10522741561426836,0.37131742636362713,0.5788877249932757,0.10437443720943787,0.3676121047898835,0.6473098251165128,0.11576459089330599,0.3992716521024704,0.5691270869152218,7.090050192440257,0.02080138246802723,0.18333007745883045,3886.424019607843,0.6309725501958061,0.02104548302789529,0.18565871318181357,3871.223039215686,0.5788877249932757,0.020874887412669612,0.18380605239494174,3879.9656862745096,0.6473098251165128,0.023152918080050572,0.1996358260512352,3874.264705882353,15.202305171800697,5.226427720940632,0.717391304347826,0.1042436073007791,0.4626150118268054,0.7326766304347826,0.10620177634384322,0.46721761770870374,0.7204483695652174,0.1051373488229254,0.46674417283224023,0.7425271739130435,0.11198118426229643,0.4892435799474302,0.717391304347826,15.202305171800697,0.020848721387269703,0.2313075059134027,295.8858695652174,0.7326766304347826,0.0212403551634887,0.23360880885435187,295.32608695652175,0.7204483695652174,0.02102746988606194,0.23337208641612012,295.6195652173913,0.7425271739130435,0.02239623677957317,0.2446217899737151,295.5217391304348,0.38860639817515885,0.6119646003713194,0.602192786399064,0.66,0.6119646003713194,12,32250088.0,13.821845676587975,5.148343065510625,0.7099184782608695,0.09977165593401245,0.4539885326572087,0.7301290760869565,0.10349116765934488,0.4596356321936068,0.7092391304347826,0.10089216186948445,0.4587683133457018,0.736922554347826,0.10881369398987811,0.47677264913268713,0.7099184782608695,13.821845676587975,0.019954331340673176,0.22699426632860434,295.9673913043478,0.7301290760869565,0.02069823354806589,0.2298178160968034,295.57608695652175,0.7092391304347826,0.02017843237389689,0.2293841566728509,295.7608695652174,0.736922554347826,0.021762738854664822,0.23838632456634357,295.5978260869565,0.38860639817515885,11.0,0.3835766129486516,11.0,0.38860639817515885,11.0,,,,,,,,,13.0,,,,,,,,47.0,,,,54.997124,,,,,,,,,,,,,,,,
0.0001,7.964703354181028,4.446159498364318,0.5832956813129724,0.10371215787588381,0.3752100637146071,0.6391920143482732,0.10659925026052139,0.3815673694891088,0.5900999401129928,0.10516663158641142,0.3781968653202057,0.6548602429090762,0.11832069430281134,0.40993858201830996,0.5832956813129724,7.964703354181028,0.020742431502131856,0.18760503185730354,3892.4926470588234,0.6391920143482732,0.02131985014706266,0.1907836847445544,3883.593137254902,0.5900999401129928,0.02103332627345534,0.18909843266010284,3888.3186274509803,0.6548602429090762,0.023664138864214514,0.20496929100915498,3885.8676470588234,14.483870630678924,5.234945069188657,0.7119565217391305,0.10404212448907935,0.4648798017398171,0.7393002717391305,0.10687594131931015,0.46566897760266845,0.7151834239130435,0.10401689876680789,0.46520144654356915,0.7415081521739131,0.11633366832266683,0.4999778115231058,0.7119565217391305,14.483870630678924,0.020808425003095814,0.23243990086990854,295.9347826086956,0.7393002717391305,0.021375188158582085,0.23283448880133423,295.6304347826087,0.7151834239130435,0.02080337974526312,0.23260072327178458,295.7282608695652,0.7415081521739131,0.023266733664533367,0.2499889057615529,295.5869565217391,0.3896889089662338,0.6199713616923346,0.6100009009872536,0.66,0.6199713616923346,13,32250088.0,14.044468091881793,5.148893107538638,0.7090692934782609,0.10087909760034602,0.45524960885877197,0.7299592391304348,0.1035524345934391,0.45810739760813507,0.7088994565217391,0.10141989086633144,0.4595937430858612,0.7335258152173914,0.10945166874191035,0.47918547495551733,0.7090692934782609,14.044468091881793,0.020175819609152233,0.22762480442938599,295.95108695652175,0.7299592391304348,0.020710487040164677,0.22905369880406753,295.5978260869565,0.7088994565217391,0.02028397839192463,0.2297968715429306,295.75,0.7335258152173914,0.02189033369169287,0.23959273747775867,295.6467391304348,0.3896889089662338,12.0,0.3835766129486516,11.0,0.3896889089662338,12.0,,,,,,,,,,,,10.0,,,,,,,,,,30.644656,35.0,,,,,,,,,,,,,,
0.0001,7.095128676470588,4.289056558235019,0.5579056973550834,0.09996829868531694,0.35858210804415686,0.6208833555380503,0.10246981285950717,0.36547299255343046,0.5685281028934553,0.10030137747526169,0.3600940441384035,0.6403612734055987,0.11451652017878551,0.399972995706633,0.5579056973550834,7.095128676470588,0.019993659857587488,0.17929105402207843,3892.544117647059,0.6208833555380503,0.02049396269242553,0.18273649627671523,3889.1789215686276,0.5685281028934553,0.020060275553488265,0.18004702206920176,3891.6862745098038,0.6403612734055987,0.02290330398097342,0.1999864978533165,3889.2083333333335,14.402055159859035,5.145383005556853,0.6942934782608695,0.10319763114270956,0.45866452481435693,0.7301290760869565,0.10449267162576965,0.46505226777947467,0.7002377717391305,0.10376693113990453,0.46416834126348083,0.7360733695652174,0.10874066566643507,0.47656629526096844,0.6942934782608695,14.402055159859035,0.020639526171852714,0.22933226240717847,296.0108695652174,0.7301290760869565,0.020898534349449303,0.23252613388973734,295.73369565217394,0.7002377717391305,0.02075338626847319,0.23208417063174042,295.8858695652174,0.7360733695652174,0.021748133125188557,0.23828314763048422,295.82065217391306,0.39840920286265197,0.6342453015172244,0.6271653918068234,0.66,0.6342453015172244,14,32250088.0,13.63469878486965,5.132044864737469,0.7082201086956522,0.09931336796802023,0.4510666222675987,0.7328464673913043,0.10279095108094423,0.45850587409475574,0.7092391304347826,0.10035821795463562,0.45445632675419684,0.7306385869565217,0.10843904446000638,0.4761701005956401,0.7082201086956522,13.63469878486965,0.019862673528816387,0.22553331113379935,295.95652173913044,0.7328464673913043,0.020558190329567246,0.22925293704737787,295.55434782608694,0.7092391304347826,0.020071643566631752,0.22722816337709842,295.6902173913044,0.7306385869565217,0.02168780885150899,0.23808505029782004,295.6576086956522,0.40358951066283116,13.0,0.40358951066283116,13.0,0.39840920286265197,13.0,,,,,47.0,19.0,,,,,,,,,,,,,,,,,,50.415044,,,,,,,,,,,,,
0.0001,5.760558483647365,4.235588475769641,0.550154296206493,0.10097204608952298,0.35586700106368346,0.610078433565065,0.10370148689139123,0.36207975125780295,0.5592290221476087,0.10141386792940252,0.3561340336706124,0.6286133685532738,0.11471165307596617,0.39263351641449273,0.550154296206493,5.760558483647365,0.02019440926903603,0.17793350053184173,3891.1862745098038,0.610078433565065,0.02074029736732151,0.18103987562890148,3885.4460784313724,0.5592290221476087,0.02028277362970745,0.1780670168353062,3889.5392156862745,0.6286133685532738,0.022942330615193237,0.19631675820724637,3888.8382352941176,14.267894081447436,5.2380067887513535,0.7024456521739131,0.10441417603389076,0.4673921737981879,0.7355638586956522,0.10692348687545113,0.47524931378986524,0.7104279891304348,0.10533647660327994,0.4681879372700401,0.7515285326086957,0.11520456943822943,0.4953324937302133,0.7024456521739131,14.267894081447436,0.020882835085301296,0.23369608689909396,295.98369565217394,0.7355638586956522,0.021384697488468628,0.23762465689493262,295.54347826086956,0.7104279891304348,0.02106729534495136,0.23409396863502005,295.8532608695652,0.7515285326086957,0.023040913895744343,0.24766624686510666,295.76630434782606,0.39752594913671513,0.6384390724825356,0.6312121068589172,0.66,0.6384390724825356,15,32250088.0,13.371509220289147,5.110147579856541,0.7063519021739131,0.09888101271961046,0.4494515799957773,0.7292798913043478,0.10159264310546544,0.4539155830507693,0.7080502717391305,0.09987950438390607,0.4535577802554421,0.7294497282608695,0.10756063299334567,0.4721769379532855,0.7063519021739131,13.371509220289147,0.019776202535823635,0.22472578999788864,295.9402173913044,0.7292798913043478,0.020318528515813145,0.22695779152538464,295.6195652173913,0.7080502717391305,0.01997590077150127,0.22677889012772104,295.66847826086956,0.7294497282608695,0.021512126631062965,0.23608846897664276,295.7119565217391,0.40358951066283116,13.0,0.40358951066283116,13.0,0.39840920286265197,13.0,,,,,,41.0,,,15.0,,,,,,,,,,,,,,,,31.728691,,,,,,,,,,,,
0.0001,3.6211832083907782,3.993815440757602,0.5174387079827926,0.09576978724376828,0.33159058614104403,0.5777748899132598,0.09779355499674292,0.33891619712698695,0.5242854152240005,0.09676549496019587,0.3339833862641278,0.6021221180756887,0.10932864555541207,0.3680466489464629,0.5174387079827926,3.6211832083907782,0.019153957474319375,0.16579529307052202,3889.7916666666665,0.5777748899132598,0.019558711087002474,0.16945809856349348,3886.700980392157,0.5242854152240005,0.019353099039518366,0.1669916931320639,3890.9093137254904,0.6021221180756887,0.02186572916951834,0.18402332447323144,3889.1813725490197,13.121357295824135,5.203753036001454,0.6988790760869565,0.10366915133984192,0.4586509712364363,0.7367527173913043,0.10882031820390535,0.4716661494711171,0.7032948369565217,0.10497108069450958,0.459291266358417,0.7399796195652174,0.1182081968240116,0.4995695844940517,0.6988790760869565,13.121357295824135,0.02073383047852827,0.22932548561821814,296.0217391304348,0.7367527173913043,0.021764063681273357,0.23583307473555856,295.6847826086956,0.7032948369565217,0.02099421596073586,0.2296456331792085,295.7717391304348,0.7399796195652174,0.023641639429589977,0.24978479224702585,295.7771739130435,0.39821791423791625,0.6477145159526269,0.5932443262435277,0.75,0.6477145159526269,16,32250088.0,12.474749689516814,5.1178547610407294,0.704483695652174,0.100346640886172,0.45082228857537976,0.73046875,0.10245047655442487,0.45694427775300067,0.7090692934782609,0.10077590981255406,0.4511982798576355,0.7308084239130435,0.10780424883832103,0.4726824579031571,0.704483695652174,12.474749689516814,0.020069328217726688,0.22541114428768988,295.9945652173913,0.73046875,0.0204900953432788,0.22847213887650034,295.5978260869565,0.7090692934782609,0.020155181703360184,0.22559913992881775,295.7391304347826,0.7308084239130435,0.02156084978386112,0.23634122895157855,295.6847826086956,0.40358951066283116,13.0,0.40358951066283116,13.0,0.39840920286265197,13.0,,,,,,,,,,,,25.0,,,,,,,,,,,54.0,,,26.763859,,,,,,,,,,,
0.0001,4.690868302887561,4.147641527886484,0.53198630435794,0.09803667007123723,0.35293584390013827,0.5926240600791632,0.10063194790307213,0.3625660535751605,0.5395976269946379,0.09831264549318482,0.3574632713023354,0.607568924333535,0.1108726182696866,0.39504555539757596,0.53198630435794,4.690868302887561,0.019607334069031125,0.17646792195006913,3887.1446078431372,0.5926240600791632,0.020126389631745862,0.18128302678758024,3885.573529411765,0.5395976269946379,0.019662529193595343,0.1787316356511677,3890.5392156862745,0.607568924333535,0.022174523705068755,0.19752277769878798,3889.531862745098,12.614502450694209,5.159371272377346,0.7219769021739131,0.09938046012235724,0.44187606547189795,0.7535665760869565,0.10077198027916577,0.44644957262536755,0.7287703804347826,0.09905159570600676,0.44399435623832373,0.7421875,0.10822696044393208,0.4731190334195676,0.7219769021739131,12.614502450694209,0.019876091943486877,0.22093803273594897,296.0380434782609,0.7535665760869565,0.020154396112522354,0.22322478631268378,295.7173913043478,0.7287703804347826,0.019810319189792095,0.22199717811916186,295.92934782608694,0.7421875,0.021645392007801845,0.2365595167097838,295.82608695652175,0.40766224662182615,0.654833056474279,0.6084173090636386,0.75,0.654833056474279,17,32250088.0,12.459146084992781,5.093958844309268,0.7048233695652174,0.09918324471167896,0.4472803745580756,0.7277513586956522,0.10127860259102739,0.4525334057600602,0.7090692934782609,0.09991997026878854,0.4476117297359135,0.7275815217391305,0.10681859209485677,0.4701074957847595,0.7048233695652174,12.459146084992781,0.019836648974729622,0.2236401872790378,296.0,0.7277513586956522,0.02025572048581165,0.2262667028800301,295.66847826086956,0.7090692934782609,0.019983994045659252,0.22380586486795676,295.7826086956522,0.7275815217391305,0.02136371831369141,0.23505374789237976,295.76630434782606,0.41859126967303667,16.0,0.41859126967303667,16.0,0.40766224662182615,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,42.804874,45.0,15.0,,,,,,,,
0.0001,5.2497821882659315,4.134023745854695,0.5318540147706574,0.0970576401142513,0.35375116093485964,0.586997445307526,0.09977361523345404,0.3639920911952561,0.537994990161821,0.09739849621466562,0.3537483463684718,0.6034626376395132,0.11138766624179541,0.39660564006543625,0.5318540147706574,5.2497821882659315,0.0194115279534576,0.17687558046742982,3867.0588235294117,0.586997445307526,0.019954723123387964,0.18199604559762805,3883.642156862745,0.537994990161821,0.019479699177192708,0.1768741731842359,3881.901960784314,0.6034626376395132,0.02227753318627091,0.19830282003271812,3889.973039215686,13.069486203400984,5.091093664583952,0.6968410326086957,0.10132087022066116,0.4524636113125345,0.7243546195652174,0.10396243777611981,0.45664486289024353,0.6997282608695652,0.09968830969022668,0.44999577428983606,0.7250339673913043,0.1087721485806548,0.47228775594545447,0.6968410326086957,13.069486203400984,0.020264174060329147,0.22623180565626724,296.04891304347825,0.7243546195652174,0.02079248756332242,0.22832243144512177,295.5,0.6997282608695652,0.019937661881356136,0.22499788714491803,295.73369565217394,0.7250339673913043,0.021754429392192676,0.23614387797272723,295.6902173913044,0.4177686418081262,0.6664152729651218,0.6140829074584622,0.75,0.6664152729651218,18,32250088.0,11.852114470108695,5.072425593500552,0.7043138586956522,0.09807702315890271,0.44469249378079956,0.7202785326086957,0.10030239885268004,0.4498214384783869,0.7072010869565217,0.09874046496723009,0.44605617549108423,0.7289402173913043,0.10610174322905748,0.46790018936862116,0.7043138586956522,11.852114470108695,0.01961540463178054,0.22234624689039978,295.95652173913044,0.7202785326086957,0.020060479843422123,0.22491071923919345,295.5978260869565,0.7072010869565217,0.01974809307443059,0.22302808774554211,295.76630434782606,0.7289402173913043,0.02122034857292538,0.23395009468431058,295.73369565217394,0.41859126967303667,16.0,0.41859126967303667,16.0,0.4177686418081262,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.965862,47.0,17.0,,,,,
0.0001,3.6024084652171418,3.9634551066978303,0.506305480704588,0.09249895986388712,0.33774112544807733,0.5639474351032108,0.0955014464025404,0.34493933588850734,0.5125800867875417,0.09292140340103823,0.33994508403189044,0.5899871073517144,0.10907519301947426,0.37801241611733155,0.506305480704588,3.6024084652171418,0.01849979195086395,0.16887056272403866,3886.7426470588234,0.5639474351032108,0.019100289189201945,0.17246966794425367,3887.6666666666665,0.5125800867875417,0.018584280640032945,0.16997254201594522,3889.7720588235293,0.5899871073517144,0.02181503866963527,0.18900620805866578,3890.3651960784314,11.878827302352242,5.185465771219005,0.7097486413043478,0.10213409202254337,0.46143388359443,0.733016304347826,0.10592551885739616,0.4698638060818548,0.720108695652174,0.10114460762428201,0.46089609550393146,0.7292798913043478,0.10968810870595601,0.4822262201620185,0.7097486413043478,11.878827302352242,0.020426818655560845,0.230716941797215,296.0,0.733016304347826,0.021185103884857635,0.2349319030409274,295.6847826086956,0.720108695652174,0.020228921516757946,0.23044804775196573,295.8152173913044,0.7292798913043478,0.02193762187886497,0.24111311008100925,295.8641304347826,0.4196979241735993,0.6718378115310951,0.6201107733715947,0.75,0.6718378115310951,19,32250088.0,11.744157542353092,5.057731721712195,0.7038043478260869,0.09895445876147436,0.4437657789043758,0.7189198369565217,0.10005826745992122,0.44916613076044165,0.7073709239130435,0.0981342578711717,0.4450139688408893,0.7216372282608695,0.10538175702095032,0.46552473306655884,0.7038043478260869,11.744157542353092,0.019790891598424187,0.2218828894521879,295.9782608695652,0.7189198369565217,0.02001165335431047,0.22458306538022083,295.5978260869565,0.7073709239130435,0.01962685151754514,0.22250698442044464,295.7554347826087,0.7216372282608695,0.02107635144468235,0.23276236653327942,295.75,0.4196979241735993,18.0,0.41859126967303667,16.0,0.4196979241735993,18.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,33.0,,,,,33.928549,,,,
0.0001,4.654648425532322,4.129264097587735,0.5210418373930688,0.09973644603993378,0.3556405130554648,0.5837355782003963,0.10175478940500933,0.3603702354080537,0.529169827115302,0.09986571828816451,0.35581015780860303,0.6050818504071703,0.11548601076299068,0.4015711031708063,0.5210418373930688,4.654648425532322,0.019947289050940203,0.1778202565277324,3892.075980392157,0.5837355782003963,0.02035095794674228,0.18018511770402684,3888.4632352941176,0.529169827115302,0.019973143606501466,0.17790507890430152,3889.3137254901962,0.6050818504071703,0.023097202017465058,0.20078555158540315,3891.1151960784314,13.092841106912363,5.13840449374655,0.7126358695652174,0.10171742413354956,0.4540263064529585,0.7277513586956522,0.10245111860010934,0.4567176842171213,0.7153532608695652,0.10148143768310547,0.4557701077150262,0.7236752717391305,0.10997303704852643,0.4768516149209893,0.7126358695652174,13.092841106912363,0.020343484883399113,0.22701315322647925,296.0380434782609,0.7277513586956522,0.0204902235823481,0.22835884210856064,295.6521739130435,0.7153532608695652,0.020296287641901035,0.2278850538575131,295.7717391304348,0.7236752717391305,0.021994607523083687,0.23842580746049466,295.7826086956522,0.41303073516602623,0.6639189029967144,0.6199091371847977,0.75,0.6639189029967144,20,32250088.0,11.79685874607252,5.056205614753392,0.7022758152173914,0.09965230394964633,0.445799153784047,0.717391304347826,0.10044636318217152,0.44999643382818805,0.7072010869565217,0.09805230893518614,0.44630039386127307,0.7202785326086957,0.10550418107405952,0.4633077927257704,0.7022758152173914,11.79685874607252,0.019930460814224636,0.2228995768920235,295.9782608695652,0.717391304347826,0.020089272774108078,0.22499821691409402,295.57065217391306,0.7072010869565217,0.019610461819431057,0.22315019693063654,295.75,0.7202785326086957,0.02110083632009185,0.2316538963628852,295.76630434782606,0.4225566066013817,19.0,0.4225566066013817,19.0,0.4196979241735993,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.603149,44.0,32.0,
0.0001,3.7941762886795343,3.9844718119677376,0.5040844877560934,0.09700857891755946,0.3421427782844095,0.5620292021947748,0.09894539861410272,0.34813982365178125,0.5096504343490974,0.09823257505309348,0.3439131542748096,0.5811818843963099,0.1139601675026557,0.3851833629841898,0.5040844877560934,3.7941762886795343,0.019401715757946175,0.17107138914220474,3893.426470588235,0.5620292021947748,0.019789079861605868,0.17406991182589063,3890.1127450980393,0.5096504343490974,0.01964651512018606,0.1719565771374048,3891.294117647059,0.5811818843963099,0.02279203348592216,0.1925916814920949,3893.2916666666665,13.709405152694039,5.102800576583199,0.6981997282608695,0.10200950762499934,0.4547859935656838,0.7155230978260869,0.10430241117010945,0.45935507313064905,0.6985394021739131,0.10267536730869957,0.45768095488133637,0.7221467391304348,0.11070478092069211,0.476877475562303,0.6981997282608695,13.709405152694039,0.02040190168696901,0.2273929967828419,295.9728260869565,0.7155230978260869,0.020860482250218807,0.22967753656532452,295.57065217391306,0.6985394021739131,0.020535073445543,0.22884047744066818,295.7880434782609,0.7221467391304348,0.022140956159843052,0.2384387377811515,295.7717391304348,0.42109775732568633,0.6754970911269097,0.6173230890152788,0.75,0.6754970911269097,21,32250088.0,13.415337604025137,5.0792562857918115,0.6976902173913043,0.10167738568523656,0.4526813004327857,0.7136548913043478,0.1041225078313247,0.4566736597081889,0.6980298913043478,0.10181914723437765,0.45331059720205225,0.7170516304347826,0.11032749258953592,0.47221754685692163,0.6976902173913043,13.415337604025137,0.020335477128948853,0.22634065021639285,295.9945652173913,0.7136548913043478,0.02082450165534797,0.22833682985409445,295.5652173913044,0.6980298913043478,0.02036382942258016,0.22665529860102612,295.76630434782606,0.7170516304347826,0.022065498623187126,0.23610877342846082,295.7608695652174,0.42109775732568633,21.0,0.4183815038606789,21.0,0.42109775732568633,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,3.0,,,,,,,,27.207127
